,Country,Year,Annual percentage change in coal consumption,"Annual change in coal consumption, measured in terawatt-hours","Per capita primary energy consumption from coal, measured in kilowatt-hours","Primary energy consumption from coal, measured in terawatt-hours","Per capita electricity generation from coal, measured in kilowatt-hours","Electricity generation from coal, measured in terawatt-hours	",Annual percentage change in coal production,"Annual change in coal production, measured in terawatt-hours","Per capita coal production, measured in kilowatt-hours","Coal production, measured in terawatt-hours",Share of electricity generation that comes from coal,Share of primary energy consumption that comes from coal
217,Upper-middle-income countries,1990,-1.577,-163.578,5105.695,10206.225,431.929,863.421,-0.509,-55.315,5414.034,10822.591,31.393,37.769
218,High-income countries,1990,-2.497,-323.147,12576.924,12619.902,2871.748,2881.562,-0.467,-57.135,12147.494,12189.006,36.602,22.64
219,Brazil,1990,-10.911,-13.671,749.117,111.621,31.01,4.621,-49.174,-18.983,131.68,19.621,2.074,7.307
220,Bulgaria,1990,-16.071,-18.393,10864.479,96.058,2372.909,20.98,-7.8,-5.009,6696.493,59.207,49.785,29.608
221,Vietnam,1990,-14.236,-4.291,380.261,25.853,29.431,2.001,0.0,0.0,488.543,33.215,23.05,33.52
222,Australia,1990,2.394,10.389,26198.791,444.347,7273.504,123.363,4.701,59.923,78688.328,1334.601,79.255,43.013
223,Austria,1990,10.207,4.412,6167.897,47.641,801.403,6.19,18.49,1.296,1075.308,8.306,12.557,14.214
224,World,1990,-1.187,-311.207,4862.385,25904.469,837.155,4459.965,-0.19,-50.023,4944.969,26344.439,37.287,27.117
225,Argentina,1990,-17.692,-2.637,376.047,12.266,20.234,0.66,-46.303,-1.564,55.589,1.813,1.294,2.391
226,Asia,1990,1.787,176.722,3121.434,10067.662,305.719,986.046,1.788,158.659,2800.296,9031.886,34.737,39.171
227,Belgium,1990,9.861,11.097,12355.086,123.632,1707.882,17.09,-47.915,-5.373,583.652,5.84,24.097,19.897
228,Africa,1990,5.033,42.057,1392.367,877.678,261.242,164.674,-0.588,-7.224,1937.379,1221.226,51.649,33.571
229,Mexico,1991,-3.277,-1.286,443.853,37.955,108.084,9.243,-9.195,-3.621,418.142,35.756,7.189,2.871
230,Austria,1991,4.894,2.332,6429.199,49.972,880.003,6.84,-14.992,-1.245,908.368,7.06,13.341,14.216
231,South Korea,1991,0.34,0.954,6490.608,281.518,835.044,36.218,-12.54,-11.299,1816.932,78.806,27.518,23.351
232,North America,1991,-1.081,-61.604,13024.019,5635.021,4207.108,1820.263,-3.249,-219.79,15127.83,6545.265,46.056,20.6
233,Greece,1991,-3.793,-3.555,8741.683,90.171,2297.6,23.7,-3.022,-2.502,7783.392,80.287,66.177,30.935
234,Czechia,1991,-8.392,-29.031,30630.148,316.914,4407.305,45.6,-6.544,-27.621,38122.953,394.438,75.337,63.683
235,Malaysia,1991,17.798,2.743,980.236,18.154,187.528,3.473,62.047,0.434,61.166,1.133,13.08,6.014
236,High-income countries,1991,-2.155,-271.914,12220.46,12347.988,2865.549,2895.453,-3.914,-477.031,11591.015,11711.975,36.003,21.947
237,United States,1991,-0.944,-50.384,20773.262,5287.613,6767.267,1722.536,-3.785,-236.968,23666.121,6023.959,52.665,23.421
238,Thailand,1991,17.118,7.763,928.044,53.114,240.864,13.785,16.678,6.939,848.213,48.545,27.504,13.461
239,Argentina,1991,-12.001,-1.472,326.31,10.794,27.994,0.926,5.797,0.105,57.993,1.918,1.719,2.071
240,Ireland,1991,-4.072,-1.64,10979.317,38.622,1663.016,5.85,-96.0,-0.192,2.276,0.008,38.65,31.857
241,South Africa,1991,-1.807,-14.145,20381.076,768.753,4119.627,155.388,2.012,23.435,31500.523,1188.167,92.319,75.202
242,Brazil,1991,14.641,16.343,843.82,127.964,36.491,5.534,19.621,3.85,154.769,23.47,2.361,8.064
243,Japan,1991,-0.794,-7.209,7207.896,900.481,1005.14,125.572,-2.542,-1.367,419.36,52.391,13.779,16.875
244,Belgium,1991,-4.344,-5.371,11779.633,118.261,1644.512,16.51,-40.14,-2.344,348.231,3.496,22.951,18.396
245,Vietnam,1991,-3.419,-0.884,359.601,24.97,19.673,1.366,1.961,0.651,487.734,33.867,14.832,31.803
246,Europe,1991,-6.678,-575.891,11123.045,8048.179,1855.155,1342.314,-8.959,-693.634,9741.158,7048.303,31.388,23.205
247,South America,1991,5.811,10.453,632.68,190.329,48.243,14.513,1.037,2.344,759.062,228.348,3.069,5.412
248,Asia,1991,3.897,392.359,3186.93,10460.021,331.144,1086.87,1.323,119.533,2788.229,9151.419,36.36,39.166
249,World,1991,-0.966,-250.217,4738.254,25654.252,841.562,4556.455,-2.72,-716.484,4733.397,25627.955,37.279,26.664
250,Italy,1991,-5.013,-8.535,2832.887,161.724,560.73,32.011,-5.227,-0.412,130.98,7.477,14.417,8.453
251,Kazakhstan,1991,-2.383,-10.733,26847.02,439.575,3793.457,62.111,-0.942,-6.252,40157.199,657.506,72.231,51.2
252,Taiwan,1991,9.534,11.981,6656.036,137.641,1434.504,29.664,-14.718,-0.553,154.863,3.202,29.91,22.268
253,United Kingdom,1991,0.169,1.279,13206.129,756.59,3690.96,211.458,1.97,12.933,11683.634,669.365,65.492,29.54
254,Lower-middle-income countries,1991,-1.025,-24.657,1158.314,2381.438,162.111,333.291,-1.818,-44.87,1178.384,2422.701,36.197,26.628
255,China,1991,4.873,298.911,5393.111,6433.427,417.835,498.434,0.697,43.747,5300.763,6323.266,73.564,77.162
256,Russia,1991,-8.362,-177.302,13128.169,1942.911,1045.544,154.736,-8.039,-173.492,13409.756,1984.585,14.486,19.549
257,Ukraine,1991,-11.237,-108.541,16660.898,857.391,2072.763,106.667,-14.957,-151.007,16683.859,858.573,38.275,28.632
258,Norway,1991,-11.001,-1.038,1967.299,8.399,11.711,0.05,8.911,0.222,635.631,2.714,0.045,1.839
259,India,1991,6.415,81.853,1523.526,1357.878,240.238,214.118,6.929,85.657,1483.074,1321.824,66.816,55.934
260,Iran,1991,42.74,3.531,204.442,11.792,1.63,0.094,-18.545,-1.632,124.28,7.168,0.15,1.34
261,Bulgaria,1991,-10.615,-10.196,9793.737,85.862,2370.252,20.78,-8.374,-4.958,6187.816,54.249,50.854,32.737
262,Hungary,1991,-6.879,-4.926,6434.725,66.683,775.833,8.04,-3.366,-1.922,5323.944,55.172,26.833,22.097
263,Oceania,1991,1.804,8.269,16827.424,466.544,4588.654,127.222,3.748,50.679,50593.012,1402.703,66.399,38.391
264,Spain,1991,4.096,9.153,5918.417,232.588,1519.501,59.715,-8.319,-11.014,3088.385,121.371,38.329,21.02
265,Australia,1991,2.007,8.917,26369.057,453.264,7401.234,127.222,3.733,49.823,80540.195,1384.424,80.539,44.208
266,Romania,1991,-16.532,-24.147,5197.293,121.911,665.483,15.61,-14.926,-14.345,3485.735,81.764,27.481,19.523
267,Indonesia,1991,1.202,0.478,218.137,40.266,59.842,11.046,28.984,21.313,513.819,94.847,28.991,6.167
268,Upper-middle-income countries,1991,1.015,103.624,5088.073,10309.849,456.597,925.191,-1.262,-136.563,5273.723,10686.027,32.934,37.835
269,Canada,1991,-3.202,-10.107,10954.074,305.496,3172.778,88.485,4.475,20.799,17410.166,485.549,17.453,10.113
270,Portugal,1991,4.775,1.582,3499.772,34.704,983.254,9.75,-3.915,-0.044,109.846,1.089,32.64,16.85
271,France,1991,6.424,14.189,4129.811,235.042,695.967,39.61,-4.525,-4.094,1517.935,86.391,8.695,8.32
272,Turkey,1991,6.828,12.735,3633.381,199.257,393.167,21.562,-6.132,-8.36,2333.605,127.976,35.789,34.731
273,Sweden,1991,-2.382,-0.821,3899.821,33.637,227.243,1.96,154.545,0.113,21.667,0.187,1.33,5.198
274,Germany,1991,-12.166,-186.095,16902.52,1343.595,3875.919,308.1,-15.105,-219.651,15530.479,1234.531,57.032,32.846
275,Africa,1991,-2.725,-23.916,1318.869,853.762,254.557,164.786,1.98,24.184,1923.877,1245.411,50.718,32.688
276,European Union (27),1991,-5.744,-261.133,10185.077,4285.256,1975.948,831.358,-9.735,-362.652,7992.479,3362.745,35.87,24.612
277,Poland,1991,-0.954,-8.706,23726.023,903.557,3393.383,129.23,-4.224,-49.098,29236.281,1113.404,95.929,76.303
278,Upper-middle-income countries,1992,1.944,200.379,5124.717,10510.228,485.923,996.575,1.258,134.414,5275.976,10820.441,35.031,38.291
279,South Africa,1992,0.381,2.932,19954.289,771.684,4052.403,156.717,2.387,28.358,31457.023,1216.525,93.234,75.137
280,India,1992,5.919,80.379,1581.706,1438.256,252.293,229.412,5.543,73.274,1534.244,1395.098,68.044,56.341
281,Africa,1992,0.594,5.069,1292.424,858.831,248.935,165.42,2.274,28.325,1916.798,1273.735,50.445,32.401
282,China,1992,4.633,298.069,5578.382,6731.497,470.145,567.33,2.664,168.483,5379.704,6491.75,75.249,76.724
283,Ireland,1992,-4.752,-1.835,10421.646,36.787,1886.767,6.66,-5.495,-0.0,2.144,0.008,41.628,30.133
284,Japan,1992,-1.691,-15.226,7063.317,885.255,1053.006,131.975,-5.59,-2.929,394.649,49.462,14.395,16.418
285,Lower-middle-income countries,1992,3.006,71.594,1168.463,2453.032,165.545,347.539,3.305,80.069,1192.155,2502.77,37.668,27.845
286,Turkey,1992,-0.362,-0.721,3561.247,198.536,440.74,24.571,10.117,12.948,2527.836,140.924,36.486,32.908
287,Asia,1992,3.166,331.142,3234.072,10791.163,357.812,1193.916,2.44,223.332,2809.578,9374.751,37.8,38.667
288,Spain,1992,2.025,4.71,6021.147,237.299,1652.844,65.14,1.591,1.931,3128.611,123.301,41.041,20.472
289,Taiwan,1992,15.535,21.382,7620.375,159.023,1804.709,37.661,-20.556,-0.658,121.915,2.544,35.687,24.213
290,France,1992,-11.826,-27.796,3626.539,207.247,598.979,34.23,-7.864,-6.794,1392.848,79.597,7.383,7.275
291,Italy,1992,-12.282,-19.863,2482.459,141.861,434.226,24.814,-14.152,-1.058,112.331,6.419,10.968,7.445
292,United Kingdom,1992,-5.975,-45.206,12383.513,711.384,3370.781,193.638,-10.496,-70.257,10429.054,599.108,60.315,27.949
293,Brazil,1992,-2.957,-3.784,805.008,124.18,32.461,5.007,-6.383,-1.498,142.437,21.972,2.071,7.478
294,South America,1992,5.206,9.909,653.884,200.238,42.809,13.109,3.91,8.928,774.834,237.276,2.707,5.401
295,Europe,1992,-6.089,-490.021,10422.306,7558.159,1776.787,1288.509,-5.251,-370.091,9208.904,6678.211,30.908,22.624
296,Portugal,1992,1.24,0.43,3530.615,35.134,1021.977,10.17,-18.148,-0.198,89.592,0.892,33.802,16.882
297,World,1992,-0.381,-97.658,4647.571,25556.594,845.349,4648.5,-0.218,-55.924,4650.378,25572.031,37.683,26.396
298,Poland,1992,-3.322,-30.016,22869.006,873.541,3330.027,127.199,-2.68,-29.838,28367.391,1083.566,95.818,77.141
299,Hungary,1992,-9.82,-6.548,5805.306,60.135,879.461,9.11,-9.06,-4.999,4843.664,50.174,28.752,20.771
300,Kazakhstan,1992,0.738,3.246,27162.197,442.82,3668.256,59.803,-3.044,-20.014,39103.227,637.492,71.908,52.252
301,Sweden,1992,-6.884,-2.316,3605.597,31.321,207.212,1.8,49.824,0.093,32.233,0.28,1.229,4.804
302,Argentina,1992,12.731,1.374,362.911,12.168,24.874,0.834,-30.822,-0.591,39.579,1.327,1.486,2.176
303,Norway,1992,0.465,0.039,1965.75,8.438,11.648,0.05,8.788,0.238,687.749,2.952,0.043,1.754
304,Germany,1992,-9.608,-129.097,15188.218,1214.498,3706.707,296.4,-8.022,-99.04,14200.177,1135.491,55.076,30.292
305,Russia,1992,-6.032,-117.204,12313.51,1825.707,1039.407,154.111,-4.108,-81.519,12835.262,1903.066,15.282,19.084
306,Czechia,1992,-6.624,-20.991,28583.207,295.923,4241.274,43.91,-7.367,-29.059,35291.992,365.379,74.056,61.27
307,Thailand,1992,7.027,3.732,983.318,56.847,256.267,14.815,6.572,3.19,894.913,51.736,25.978,13.163
308,European Union (27),1992,-7.008,-300.33,9443.762,3984.927,1902.234,802.674,-4.9,-164.763,7578.807,3197.983,34.847,23.333
309,Greece,1992,4.344,3.917,9029.385,94.088,2553.688,26.61,1.328,1.066,7807.222,81.353,71.131,31.72
310,Vietnam,1992,0.279,0.07,353.247,25.039,12.006,0.851,0.0,0.0,477.781,33.867,8.769,29.186
311,North America,1992,0.75,42.236,12958.113,5677.257,4238.713,1857.081,-0.619,-40.491,14846.887,6504.774,46.609,20.438
312,Indonesia,1992,22.065,8.885,261.803,49.151,60.518,11.362,61.561,58.388,816.211,153.235,28.204,6.856
313,South Korea,1992,-2.627,-7.397,6251.597,274.121,933.735,40.943,-20.514,-16.166,1428.559,62.64,27.959,20.16
314,Ukraine,1992,-1.565,-13.418,16414.617,843.973,2058.33,105.831,-5.071,-43.534,15851.859,815.039,41.909,33.351
315,Belgium,1992,-10.503,-12.421,10502.006,105.84,1588.593,16.01,-65.615,-2.294,119.28,1.202,22.167,16.499
316,Iran,1992,-11.927,-1.406,176.683,10.386,1.412,0.083,8.371,0.6,132.159,7.768,0.124,1.067
317,Canada,1992,1.87,5.713,11026.242,311.209,3189.792,90.03,-11.124,-54.013,15289.465,431.536,17.359,10.033
318,Mexico,1992,1.126,0.428,440.797,38.382,109.67,9.549,-7.117,-2.545,381.414,33.212,7.219,2.853
319,Australia,1992,0.594,2.694,26201.221,455.958,7470.466,130.002,6.704,92.811,84887.938,1477.235,80.546,43.75
320,Bulgaria,1992,5.156,4.427,10406.305,90.289,2052.7,17.81,15.348,8.326,7212.097,62.575,50.014,36.667
321,United States,1992,0.689,36.417,20716.83,5324.031,6838.776,1757.501,0.267,16.067,23502.906,6040.026,53.511,23.24
322,Oceania,1992,0.865,4.038,16718.162,470.582,4618.538,130.002,6.797,95.347,53220.562,1498.05,66.801,38.183
323,Malaysia,1992,4.994,0.907,1003.041,19.06,201.919,3.837,-2.342,-0.027,58.217,1.106,12.227,5.597
324,High-income countries,1992,-2.401,-296.472,11844.354,12051.517,2870.316,2920.519,-1.638,-191.889,11322.058,11520.086,35.949,21.186
325,Romania,1992,-1.542,-1.879,5134.858,120.032,784.571,18.34,4.506,3.685,3655.413,85.448,33.841,21.797
326,Austria,1992,-22.193,-11.09,4965.181,38.882,524.841,4.11,-23.946,-1.691,685.715,5.37,8.061,11.239
327,South Korea,1993,9.63,26.397,6778.342,300.518,1171.856,51.954,-21.405,-13.408,1110.443,49.232,32.09,20.154
328,Iran,1993,22.926,2.381,213.759,12.767,1.607,0.096,16.787,1.304,151.906,9.072,0.129,1.417
329,Australia,1993,0.643,2.931,26068.477,458.889,7571.199,133.277,0.465,6.865,84308.492,1484.1,80.587,43.125
330,Sweden,1993,1.815,0.569,3645.847,31.889,237.802,2.08,-100.0,-0.28,0.0,0.0,1.426,4.944
331,Italy,1993,-12.541,-17.791,2169.138,124.07,321.22,18.373,-23.636,-1.517,85.702,4.902,8.247,6.652
332,India,1993,3.572,51.369,1606.231,1489.625,272.572,252.784,3.317,46.271,1554.198,1441.369,69.796,56.937
333,Hungary,1993,-9.92,-5.965,5229.208,54.17,870.736,9.02,-13.851,-6.949,4172.604,43.224,27.404,19.262
334,Vietnam,1993,-3.205,-0.802,335.226,24.237,8.81,0.637,25.0,8.467,585.523,42.333,5.974,24.739
335,Czechia,1993,-2.718,-8.043,27791.135,287.88,4177.167,43.27,-2.102,-7.682,34531.07,357.697,73.486,60.085
336,Spain,1993,-10.047,-23.842,5399.365,213.457,1603.39,63.388,-1.613,-1.989,3068.581,121.312,40.427,19.033
337,United Kingdom,1993,-12.919,-91.9,10754.498,619.484,2972.904,171.246,-19.269,-115.439,8396.689,483.668,53.001,24.06
338,Ireland,1993,-2.829,-1.041,10078.08,35.746,1866.403,6.62,0.775,0.0,2.15,0.008,40.41,28.658
339,Brazil,1993,3.025,3.756,815.665,127.936,31.295,4.909,-0.612,-0.134,139.228,21.838,1.948,7.375
340,Ukraine,1993,-10.934,-92.279,14648.328,751.694,1707.108,87.602,-14.812,-120.725,13530.156,694.314,38.103,33.886
341,Croatia,1993,-15.012,-0.698,840.792,3.95,95.795,0.45,-8.757,-0.1,220.881,1.038,4.705,4.702
342,Indonesia,1993,16.573,8.146,300.217,57.297,55.967,10.681,23.345,35.773,990.344,189.008,26.9,7.501
343,Asia,1993,4.589,495.161,3329.862,11286.324,371.552,1259.348,1.738,162.93,2813.951,9537.681,37.954,38.823
344,North America,1993,2.969,168.561,13176.577,5845.818,4339.331,1925.154,-5.355,-348.325,13876.745,6156.449,46.741,20.622
345,Belgium,1993,-5.274,-5.582,9908.267,100.259,1610.881,16.3,-100.0,-1.202,0.0,0.0,23.012,15.884
346,Russia,1993,-9.741,-177.837,11106.221,1647.87,1000.121,148.392,-9.813,-186.749,11567.535,1716.317,15.513,18.476
347,North Macedonia,1993,0.497,0.077,7822.077,15.519,2303.4,4.57,-0.874,-0.11,6259.556,12.419,88.224,51.253
348,Norway,1993,8.141,0.687,2113.904,9.125,11.583,0.05,-25.348,-0.748,510.55,2.204,0.042,1.838
349,Germany,1993,-5.659,-68.724,14245.863,1145.774,3651.688,293.7,-10.022,-113.799,12703.105,1021.692,55.718,28.705
350,Canada,1993,-11.214,-34.899,9678.789,276.31,2885.81,82.384,6.294,27.162,16067.628,458.698,15.537,8.689
351,Romania,1993,-1.091,-1.31,5104.79,118.722,820.83,19.09,3.785,3.234,3813.164,88.683,34.411,22.182
352,European Union (27),1993,-4.391,-174.973,9004.411,3809.954,1844.41,780.408,-6.012,-192.257,7103.705,3005.726,33.875,22.479
353,Bulgaria,1993,7.665,6.921,11335.041,97.21,2000.923,17.16,-3.099,-1.939,7070.383,60.636,45.161,37.078
354,Upper-middle-income countries,1993,2.091,219.731,5175.082,10729.959,490.835,1017.691,-0.351,-37.972,5200.408,10782.47,35.141,38.886
355,Oceania,1993,0.577,2.713,16568.361,473.295,4665.562,133.277,0.637,9.539,52775.266,1507.589,66.639,37.566
356,France,1993,-18.294,-37.914,2951.572,169.333,365.345,20.96,-8.049,-6.407,1275.758,73.191,4.434,5.943
357,Portugal,1993,8.904,3.128,3827.555,38.263,1138.382,11.38,-10.86,-0.097,79.5,0.795,36.469,17.866
358,Poland,1993,-1.151,-10.054,22544.553,863.487,3348.629,128.257,-3.283,-35.577,27361.674,1047.989,95.809,76.29
359,Turkey,1993,-7.469,-14.828,3242.632,183.707,419.387,23.76,-4.686,-6.604,2370.897,134.32,32.192,28.018
360,Africa,1993,1.5,12.883,1278.418,871.714,258.051,175.957,1.834,23.36,1902.263,1297.095,51.886,32.826
361,Greece,1993,-0.044,-0.041,8928.134,94.047,2638.171,27.79,2.402,1.954,7908.52,83.307,72.377,31.294
362,Slovenia,1993,-4.684,-0.815,8292.775,16.59,2344.343,4.69,-8.127,-1.511,8538.42,17.082,39.26,24.889
363,Thailand,1993,11.386,6.473,1085.388,63.319,231.475,13.504,4.27,2.209,924.701,53.945,21.32,12.911
364,South America,1993,1.095,2.193,649.646,202.431,43.982,13.705,3.427,8.131,787.569,245.408,2.663,5.246
365,Mexico,1993,12.792,4.91,488.488,43.292,130.424,11.559,8.241,2.737,405.624,35.949,8.585,3.201
366,Austria,1993,-10.09,-3.923,4429.594,34.959,377.593,2.98,-4.504,-0.242,649.754,5.128,5.683,9.928
367,Malaysia,1993,-16.402,-3.126,817.765,15.934,199.129,3.88,-31.117,-0.344,39.109,0.762,11.125,4.652
368,United States,1993,3.727,198.421,21278.492,5522.452,7055.815,1831.211,-6.262,-378.224,21815.42,5661.802,53.785,23.61
369,Argentina,1993,-33.679,-4.098,237.561,8.07,34.736,1.18,-16.832,-0.223,32.49,1.104,1.907,1.397
370,Japan,1993,1.983,17.551,7181.8,902.805,1115.529,140.23,-5.0,-2.473,373.795,46.989,15.142,16.495
371,Lower-middle-income countries,1993,-1.299,-31.865,1130.011,2421.167,164.193,351.8,-1.497,-37.462,1150.613,2465.308,37.461,28.097
372,South Africa,1993,0.395,3.045,19547.215,774.729,4187.34,165.96,2.218,26.987,31375.082,1243.512,94.994,75.564
373,High-income countries,1993,-0.213,-25.642,11737.79,12025.875,2911.75,2983.214,-5.528,-636.887,10622.488,10883.199,35.851,20.816
374,World,1993,0.505,129.0,4601.84,25685.594,846.47,4724.65,-3.012,-770.127,4443.519,24801.904,37.499,26.322
375,China,1993,6.519,438.86,5883.046,7170.356,483.443,589.228,3.072,199.396,5489.869,6691.146,72.602,75.816
376,Taiwan,1993,12.445,19.791,8496.866,178.814,2135.69,44.945,-6.946,-0.177,112.496,2.367,39.013,25.739
377,Kazakhstan,1993,-9.19,-40.694,24851.508,402.126,3418.779,55.32,-11.86,-75.608,34724.578,561.884,71.024,53.749
378,Europe,1993,-7.312,-552.615,9643.192,7005.543,1674.757,1216.67,-9.42,-629.081,8326.683,6049.131,29.743,21.729
379,Greece,1994,0.215,0.202,8853.888,94.249,2778.785,29.58,2.76,2.299,8041.953,85.606,72.816,30.836
380,Hungary,1994,-5.137,-2.783,4961.295,51.387,842.86,8.73,-4.653,-2.011,3979.006,41.213,26.048,18.123
381,Europe,1994,-7.548,-528.771,8904.415,6476.772,1683.991,1224.878,-9.896,-598.61,7493.5,5450.521,30.458,20.937
382,Brazil,1994,2.654,3.395,823.743,131.332,31.177,4.971,11.527,2.517,152.76,24.355,1.911,7.207
383,France,1994,-1.648,-2.791,2891.994,166.542,362.928,20.9,-11.906,-8.714,1119.636,64.477,4.383,5.918
384,European Union (27),1994,-2.289,-87.211,8777.812,3722.743,1873.228,794.451,-4.051,-121.763,6800.062,2883.963,33.963,22.048
385,Austria,1994,1.418,0.496,4461.241,35.454,390.074,3.1,-19.057,-0.977,522.284,4.151,5.819,10.131
386,High-income countries,1994,-0.272,-32.702,11626.458,11993.173,2926.24,3018.538,2.803,305.091,10846.187,11188.29,35.369,20.345
387,Germany,1994,-2.996,-34.323,13749.986,1111.452,3596.307,290.7,-7.856,-80.261,11646.637,941.432,55.008,28.108
388,Vietnam,1994,10.413,2.524,363.343,26.761,14.542,1.071,-7.077,-2.996,534.106,39.338,8.716,24.451
389,Thailand,1994,15.631,9.897,1243.589,73.217,240.014,14.131,11.64,6.279,1022.91,60.224,19.874,13.318
390,Ukraine,1994,-20.188,-151.75,11729.608,599.943,1507.162,77.088,-17.709,-122.955,11170.737,571.358,37.989,31.645
391,Taiwan,1994,4.073,7.282,8775.051,186.096,2285.03,48.46,-13.074,-0.31,97.038,2.058,38.881,25.241
392,Italy,1994,5.588,6.933,2289.712,131.003,399.958,22.883,-57.619,-2.824,36.311,2.077,9.872,7.04
393,Argentina,1994,-12.452,-1.005,205.365,7.065,68.251,2.348,106.548,1.176,66.264,2.28,3.578,1.161
394,Japan,1994,4.71,42.52,7499.423,945.326,1244.294,156.847,-4.017,-1.887,357.797,45.101,15.932,16.649
395,North America,1994,0.777,45.446,13111.553,5891.264,4302.532,1933.208,9.025,555.63,14938.353,6712.079,45.915,20.318
396,Romania,1994,0.144,0.171,5143.373,118.893,849.202,19.63,2.032,1.802,3914.42,90.485,35.603,23.55
397,South America,1994,6.575,13.309,680.656,215.74,49.067,15.552,5.821,14.285,819.328,259.693,2.881,5.254
398,World,1994,0.386,99.182,4553.085,25784.775,863.531,4890.302,2.296,569.43,4480.079,25371.334,37.84,26.091
399,Kazakhstan,1994,-2.177,-8.754,24551.674,393.372,2939.885,47.104,-6.626,-37.231,32745.346,524.653,70.539,59.028
400,South Africa,1994,3.214,24.901,19712.768,799.63,4176.159,169.402,3.933,48.905,31861.141,1292.417,93.237,74.78
401,Asia,1994,4.766,537.873,3436.192,11824.197,406.798,1399.823,5.414,516.401,2921.785,10054.082,39.139,38.676
402,China,1994,6.573,471.311,6212.637,7641.667,563.737,693.408,7.755,518.878,5861.713,7210.024,74.737,76.045
403,Norway,1994,12.746,1.163,2369.712,10.288,13.82,0.06,12.313,0.271,570.138,2.475,0.053,2.146
404,United States,1994,0.375,20.691,21137.576,5543.144,6986.972,1832.272,9.178,519.646,23571.613,6181.449,52.978,23.271
405,Malaysia,1994,11.087,1.767,886.029,17.701,204.28,4.081,10.744,0.082,42.243,0.844,10.266,4.866
406,North Macedonia,1994,3.876,0.602,8134.744,16.121,2629.039,5.21,-0.824,-0.102,6215.212,12.317,87.725,56.68
407,Russia,1994,-12.54,-206.645,9715.07,1441.225,1095.284,162.485,-11.002,-188.835,10296.513,1527.482,18.55,17.709
408,Slovenia,1994,-6.856,-1.137,7744.489,15.453,2310.399,4.61,-5.214,-0.891,8114.471,16.191,35.75,21.78
